Year,Treatment_code,yield_lbs,yield_kg,smk,ss,tsmk,ok,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,432,4891.72,5483.62,55,3,58,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,612,5749.92,6445.66,55,4,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,622,5724.36,6417.01,68,3,71,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,632,5724.36,6417.01,63,4,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,211,4282.70,4800.91,68,6,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,221,5039.93,5649.76,66,8,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,231,4996.48,5601.06,65,6,71,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,411,5124.55,5744.63,64,10,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,421,5698.67,6388.21,61,8,69,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,431,5121.02,5740.67,62,4,66,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,611,5829.23,6534.57,64,5,69,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,621,5818.67,6522.73,63,5,68,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,631,5485.77,6149.55,65,5,70,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,214,2657.10,2978.61,45,2,47,17,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,224,3747.03,4200.42,61,6,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,234,3060.07,3430.34,55,3,58,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,414,3372.32,3780.38,66,3,69,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,424,3309.87,3710.37,55,2,57,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,434,3044.32,3412.68,67,6,73,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,614,3076.03,3448.23,63,10,73,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,624,3140.12,3520.07,67,7,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,634,3326.42,3728.92,60,8,68,6,,,,,,,,,,,,,,,,,,,,,,,,,,
