date,max temperature, min temperature, total precipitation, total evapotranspiration
4/13/2019,86,68.4,0.01,0.24
4/14/2019,85.5,68.9,0.01,0.23
4/15/2019,83.8,55.4,0.01,0.25
4/16/2019,73.6,45.1,0,0.25
4/17/2019,75.9,49.3,0,0.21
4/18/2019,81,52,0,0.23
4/19/2019,83.5,57.9,0,0.26
4/20/2019,79.5,50,0.19,0.2
4/21/2019,67,47,0.02,0.25
4/22/2019,78.8,45.3,0,0.27
4/23/2019,82.6,49.6,0,0.26
4/24/2019,86.5,54.5,0,0.29
4/25/2019,88.7,57,0,0.33
4/26/2019,85.8,61.2,0,0.27
4/27/2019,81,46.8,0,0.28
4/28/2019,83.5,50.5,0,0.31
4/29/2019,87.8,55,0,0.32
4/30/2019,86.5,57.2,0,0.28
5/1/2019,85.8,61.9,0,0.26
5/2/2019,85.3,61.7,0,0.24
5/3/2019,85.8,68,0,0.25
5/4/2019,81.7,66,0.05,0.15
5/5/2019,89.4,68.7,0.15,0.27
5/6/2019,83.1,65.3,0.03,0.2
5/7/2019,88.2,64.9,0.01,0.27
5/8/2019,85.6,63.7,0,0.25
5/9/2019,85.1,59,0,0.25
5/10/2019,82.9,65.5,0,0.23
5/11/2019,86.2,64,0.12,0.24
5/12/2019,88.5,67.8,0,0.24
5/13/2019,88,67.5,1.26,0.26
5/14/2019,84,55,0.07,0.23
5/15/2019,81.1,53.6,0,0.27
5/16/2019,81,57,0,0.23
5/17/2019,88.2,63.1,0,0.3
5/18/2019,93.7,64.8,0,0.34
5/19/2019,91.8,59.9,0,0.31
5/20/2019,90,65.3,0,0.28
5/21/2019,95,67.8,0,0.34
5/22/2019,95,70.2,0,0.35
5/23/2019,93.9,68.4,0,0.35
5/24/2019,91.2,64.6,0,0.32
5/25/2019,96.8,71.4,0,0.39
5/26/2019,100.9,74.7,0,0.49
5/27/2019,102.6,70.9,0,0.47
5/28/2019,101.3,76.5,0,0.48
5/29/2019,98.1,71.2,0,0.45
5/30/2019,99.7,72.1,0,0.43
5/31/2019,98.6,75.2,0,0.48
6/1/2019,96.4,69.4,0,0.39
6/2/2019,96.1,66.9,0,0.43
6/3/2019,98.1,65.8,0,0.46
6/4/2019,99.1,73.9,0,0.45
6/5/2019,92.3,73,0.93,0.3
6/6/2019,95.7,71.1,1.98,0.32
6/7/2019,90.7,70.9,0.09,0.24
6/8/2019,89.4,72,0,0.23
6/9/2019,87.4,69.6,1.44,0.23
6/10/2019,89.2,70.3,0,0.22
6/11/2019,90.1,72.7,0.19,0.24
6/12/2019,89.4,71.4,0.19,0.22
6/13/2019,83.8,69.8,0.14,0.17
6/14/2019,85.3,62.6,0,0.26
6/15/2019,86,58.6,0,0.3
6/16/2019,86.5,66.2,0,0.26
6/17/2019,92.1,70.2,0,0.28
6/18/2019,90,71.2,0,0.29
6/19/2019,90.9,74.1,0.45,0.27
6/20/2019,89.6,73.9,0.49,0.27
6/21/2019,94.6,72.5,0.12,0.36
6/22/2019,95.7,74.8,0.01,0.36
6/23/2019,95,67.8,0.07,0.34
6/24/2019,94.8,69.8,0.09,0.34
6/25/2019,95.7,75,0.01,0.38
6/26/2019,95.4,70,0,0.36
6/27/2019,93.9,69.4,0,0.34
6/28/2019,92.7,71.2,0,0.32
6/29/2019,91,71.2,0.21,0.3
6/30/2019,91.4,70.5,0.09,0.24
7/1/2019,93,74.7,0.01,0.31
7/2/2019,98.4,76.3,0,0.38
7/3/2019,99.5,77.4,0,0.39
7/4/2019,100,74.5,0,0.38
7/5/2019,98.8,73.8,0.05,0.36
7/6/2019,95,72.7,0.75,0.32
7/7/2019,90.3,73.8,0,0.24
7/8/2019,94.1,72.5,0.1,0.3
7/9/2019,95.4,73.4,0,0.31
7/10/2019,91.4,75.7,0,0.24
7/11/2019,90.9,73.6,0,0.23
7/12/2019,95.7,73.4,0,0.36
7/13/2019,95.2,73.8,0.17,0.3
7/14/2019,90.3,74.7,0,0.26
7/15/2019,96.4,72.9,0,0.35
7/16/2019,98.6,73.6,0,0.39
7/17/2019,98.1,76.5,0,0.36
7/18/2019,97,74.1,0.16,0.36
7/19/2019,97,73.8,0.01,0.33
7/20/2019,95.2,70.5,0.81,0.32
7/21/2019,94.1,71.1,0,0.34
7/22/2019,96.3,71.4,0,0.36
7/23/2019,94.3,72.7,0.01,0.31
7/24/2019,94.3,70.3,0.85,0.34
7/25/2019,85.6,66.7,0.05,0.24
7/26/2019,89.6,68.7,0,0.31
7/27/2019,87.8,70,0.17,0.28
7/28/2019,86.4,65.8,0.02,0.25
7/29/2019,88.7,65.5,0,0.26
7/30/2019,91,65.8,0,0.33
7/31/2019,93,69.1,0,0.32
8/1/2019,94.6,71.1,0,0.35
8/2/2019,93.2,70.9,0,0.3
8/3/2019,82.8,72.3,0.33,0.17
8/4/2019,90.3,71.2,0,0.24
8/5/2019,89.4,71.2,0.43,0.23
8/6/2019,89.8,71.2,0.51,0.24
8/7/2019,91.8,73.2,0.34,0.26
8/8/2019,95.4,74.1,0,0.33
8/9/2019,93.4,74.7,0.34,0.29
8/10/2019,97.3,77,0,0.37
8/11/2019,99.5,73.9,0.08,0.39
8/12/2019,93.7,75.7,0.01,0.26
8/13/2019,92.7,74.3,0,0.27
8/14/2019,96.1,77,0,0.32
8/15/2019,97.2,73.6,0.27,0.33
8/16/2019,93,75.6,1.17,0.27
8/17/2019,89.1,76.8,2.68,0.21
8/18/2019,90.3,75.6,0,0.23
8/19/2019,91.4,74.3,0,0.27
8/20/2019,87.3,73.8,0,0.2
8/21/2019,91.2,74.5,0.05,0.26
8/22/2019,92.8,73.2,0,0.28
8/23/2019,94.1,72.9,0,0.31
8/24/2019,93.7,74.1,0,0.31
8/25/2019,93.2,72.5,0.12,0.28
8/26/2019,84.9,67.3,0,0.22
8/27/2019,87.3,69.4,0,0.23
8/28/2019,89.2,73.8,0.15,0.23
8/29/2019,91.9,71.2,0,0.28
8/30/2019,92.3,70,0,0.31
8/31/2019,89.4,72.1,0,0.27
9/1/2019,82.8,74.3,0.01,0.16
9/2/2019,90.1,74.7,0.1,0.25
9/3/2019,90,72.7,0.08,0.26
9/4/2019,90.5,75.7,0.01,0.29
9/5/2019,83.8,74.3,0.01,0.26
9/6/2019,95.5,70.2,0,0.39
9/7/2019,96.4,69.1,0,0.37
9/8/2019,97.7,71.1,0,0.42
9/9/2019,99,73.9,0,0.38
9/10/2019,97.2,72,1.36,0.34
9/11/2019,93.4,71.2,0,0.28
9/12/2019,92.8,68.2,0,0.33
9/13/2019,92.7,66.6,0,0.32
9/14/2019,91.4,70.7,0,0.3
9/15/2019,90.1,72.7,0.17,0.26
9/16/2019,92.5,72.7,0,0.31
9/17/2019,94.5,65.8,0,0.36
9/18/2019,97.5,68.9,0,0.4
9/19/2019,84.2,65.5,0,0.21
9/20/2019,83.3,61.3,0,0.28
9/21/2019,83.1,62.6,0.05,0.23
9/22/2019,87.1,61,0,0.29
9/23/2019,89.1,59.4,0,0.31
9/24/2019,87.8,62.1,0,0.29
9/25/2019,96.3,67.8,0,0.37
9/26/2019,100,67.1,0,0.44
9/27/2019,99.1,68.5,0,0.42
9/28/2019,92.8,66.9,0,0.31
9/29/2019,91.2,66.6,0,0.3
9/30/2019,94.3,66.2,0,0.33
10/1/2019,95.2,68.7,0,0.37
10/2/2019,93,66.9,0,0.33
10/3/2019,91.6,66.7,0,0.32
10/4/2019,95.2,68.4,0,0.35
10/5/2019,97.2,66.9,0,0.38
10/6/2019,88.2,66.4,0.09,0.24
10/7/2019,86.7,66.6,0.04,0.24
10/8/2019,83.1,69.1,0.02,0.18
10/9/2019,88.3,68.7,0,0.27
10/10/2019,79,61.5,0,0.19
10/11/2019,84.2,58.3,0,0.27
10/12/2019,82.2,55,0,0.23
10/13/2019,86.9,55.9,0,0.29
10/14/2019,87.1,63,0,0.26
10/15/2019,86.9,68.7,0.28,0.24
10/16/2019,71.4,68.7,3.82,0.08
10/17/2019,82.9,52.2,0.19,0.22
10/18/2019,73.6,51.6,0,0.2
10/19/2019,74.5,52.3,0.16,0.18
10/20/2019,76.8,63.9,0.13,0.11
10/21/2019,74.1,56.7,0,0.17
10/22/2019,82.4,57.2,0.05,0.2
10/23/2019,86.4,50.5,0,0.25
10/24/2019,75.4,52,0,0.22
10/25/2019,79.5,55.6,0,0.22
10/26/2019,83.5,64.9,0,0.22
10/27/2019,82.2,67.5,0.63,0.18
10/28/2019,85.6,61.5,0.05,0.21
10/29/2019,85.3,61.7,0,0.23
10/30/2019,75,66.7,1.82,0.09
10/31/2019,78.8,68.7,0.01,0.12
11/1/2019,88.7,41.7,0.04,0.27
11/2/2019,65.5,41.9,0,0.16
11/3/2019,70.2,43.5,0,0.18
11/4/2019,67.8,45,0,0.18
11/5/2019,73.8,50.2,0,0.16
11/6/2019,77.2,59.5,0,0.15
11/7/2019,77.2,59.5,0,0.18
11/8/2019,73.6,59.9,0.5,0.12
11/9/2019,65.3,39.9,0.01,0.13
11/10/2019,60.8,33.6,0,0.15
11/11/2019,66.7,33.8,0,0.16
11/12/2019,75.4,37,0,0.19
