Date,MaxTf,MinTf,Rain (in),MaxTc,MinTc
2007-05-29,85,64,0,29.4,17.8
2007-05-30,91,61,0,32.8,16.1
2007-05-31,87,66,0.16,30.6,18.9
2007-06-01,82,66,0.2,27.8,18.9
2007-06-02,66,63,2.25,18.9,17.2
2007-06-03,87,65,0.05,30.6,18.3
2007-06-04,89,70,0.09,31.7,21.1
2007-06-05,87,66,0.49,30.6,18.9
2007-06-06,91,72,0,32.8,22.2
2007-06-07,92,68,0,33.3,20.0
2007-06-08,91,70,0,32.8,21.1
2007-06-09,94,69,0.02,34.4,20.6
2007-06-10,93,67,0,33.9,19.4
2007-06-11,93,73,0,33.9,22.8
2007-06-12,93,63,0.43,33.9,17.2
2007-06-13,83,63,0.2,28.3,17.2
2007-06-14,84,63,0,28.9,17.2
2007-06-15,88,64,0,31.1,17.8
2007-06-16,90,66,0,32.2,18.9
2007-06-17,88,68,0,31.1,20.0
2007-06-18,88,68,0,31.1,20.0
2007-06-19,88,68,0,31.1,20.0
2007-06-20,88,68,0,31.1,20.0
2007-06-21,88,68,0,31.1,20.0
2007-06-22,92,65,0,33.3,18.3
2007-06-23,96,65,0,35.6,18.3
2007-06-24,97,69,0,36.1,20.6
2007-06-25,98,70,0,36.7,21.1
2007-06-26,95,70,0.23,35.0,21.1
2007-06-27,95,70,0.22,35.0,21.1
2007-06-28,94,71,0,34.4,21.7
2007-06-29,93,72,0.05,33.9,22.2
2007-06-30,97,72,0,36.1,22.2
2007-07-01,98,69,0.84,36.7,20.6
2007-07-02,86,69,1.35,30.0,20.6
2007-07-03,83,67,0,28.3,19.4
2007-07-04,87,67,0,30.6,19.4
2007-07-05,89,66,0,31.7,18.9
2007-07-06,93,68,0.02,33.9,20.0
2007-07-07,91,72,0,32.8,22.2
2007-07-08,91,73,0.32,32.8,22.8
2007-07-09,93,73,0,33.9,22.8
2007-07-10,95,73,0,35.0,22.8
2007-07-11,93,72,0.18,33.9,22.2
2007-07-12,93,72,0,33.9,22.2
2007-07-13,92,71,1.08,33.3,21.7
2007-07-14,89,70,0.32,31.7,21.1
2007-07-15,94,70,0,34.4,21.1
2007-07-16,92,71,0.01,33.3,21.7
2007-07-17,92,72,0,33.3,22.2
2007-07-18,93,72,0,33.9,22.2
2007-07-19,94,75,0,34.4,23.9
2007-07-20,93,71,0.02,33.9,21.7
2007-07-21,90,67,0,32.2,19.4
2007-07-22,90,62,0,32.2,16.7
2007-07-23,89,63,0,31.7,17.2
2007-07-24,87,67,0.14,30.6,19.4
2007-07-25,89,69,0.88,31.7,20.6
2007-07-26,91,70,0,32.8,21.1
2007-07-27,90,70,0,32.2,21.1
2007-07-28,91,70,0.05,32.8,21.1
2007-07-29,94,71,0.01,34.4,21.7
2007-07-30,94,73,0.07,34.4,22.8
2007-07-31,92,72,0.02,33.3,22.2
2007-08-01,94,71,0,34.4,21.7
2007-08-02,90,71,0.25,32.2,21.7
2007-08-03,85,73,0.05,29.4,22.8
2007-08-04,95,73,0,35.0,22.8
2007-08-05,96,73,0,35.6,22.8
2007-08-06,95,75,0.01,35.0,23.9
2007-08-07,97,75,0.01,36.1,23.9
2007-08-08,99,76,2.2,37.2,24.4
2007-08-09,99,76,0,37.2,24.4
2007-08-10,98,76,0,36.7,24.4
2007-08-11,101,72,0.75,38.3,22.2
2007-08-12,94,74,0.03,34.4,23.3
2007-08-13,94,72,0,34.4,22.2
2007-08-14,97,74,0.5,36.1,23.3
2007-08-15,98,74,0,36.7,23.3
2007-08-16,98,74,0,36.7,23.3
2007-08-17,97,70,0.41,36.1,21.1
2007-08-18,95,73,0.02,35.0,22.8
2007-08-19,98,70,0,36.7,21.1
2007-08-20,96,72,0,35.6,22.2
2007-08-21,97,72,0,36.1,22.2
2007-08-22,99,71,0,37.2,21.7
2007-08-23,94,71,0.61,34.4,21.7
2007-08-24,94,74,0.02,34.4,23.3
2007-08-25,92,69,0.45,33.3,20.6
2007-08-26,91,71,0.1,32.8,21.7
2007-08-27,88,72,0.22,31.1,22.2
2007-08-28,92,72,0,33.3,22.2
2007-08-29,83,73,0,28.3,22.8
2007-08-30,91,73,0.71,32.8,22.8
2007-08-31,91,73,0.52,32.8,22.8
2007-09-01,92,73,1,33.3,22.8
2007-09-02,84,70,0.08,28.9,21.1
2007-09-03,87,65,0,30.6,18.3
2007-09-04,90,65,0,32.2,18.3
2007-09-05,89,66,0,31.7,18.9
2007-09-06,91,68,0,32.8,20.0
2007-09-07,87,65,0,30.6,18.3
2007-09-08,89,65,0,31.7,18.3
2007-09-09,88,64,0,31.1,17.8
2007-09-10,92,64,0,33.3,17.8
2007-09-11,88,71,0.01,31.1,21.7
2007-09-12,90,71,0.01,32.2,21.7
2007-09-13,91,70,0,32.8,21.1
2007-09-14,89,70,0,31.7,21.1
2007-09-15,87,65,0,30.6,18.3
2007-09-16,87,65,0,30.6,18.3
2007-09-17,83,60,0,28.3,15.6
2007-09-18,82,60,0,27.8,15.6
2007-09-19,82,60,0,27.8,15.6
2007-09-20,84,59,0,28.9,15.0
2007-09-21,82,68,1.43,27.8,20.0
2007-09-22,88,68,0.29,31.1,20.0
2007-09-23,88,68,0.5,31.1,20.0
2007-09-24,90,69,0,32.2,20.6
2007-09-25,87,71,0,30.6,21.7
2007-09-26,87,68,0,30.6,20.0
2007-09-27,89,67,0.2,31.7,19.4
2007-09-28,87,66,0,30.6,18.9
2007-09-29,84,59,0,28.9,15.0
2007-09-30,81,59,0,27.2,15.0
2007-10-01,84,59,0,28.9,15.0
2007-10-02,82,65,0.2,27.8,18.3
2007-10-03,81,67,0.41,27.2,19.4
2007-10-04,83,72,0.04,28.3,22.2
2007-10-05,83,72,0.04,28.3,22.2
2007-10-06,84,71,0,28.9,21.7
2007-10-07,86,65,0,30.0,18.3
2007-10-08,81,64,0,27.2,17.8
2007-10-09,81,64,0,27.2,17.8
2007-10-10,86,58,0,30.0,14.4
2007-10-11,78,51,0,25.6,10.6
2007-10-12,75,49,0,23.9,9.4
2007-10-13,80,49,0,26.7,9.4
2007-10-14,83,53,0,28.3,11.7
2007-10-15,84,59,0,28.9,15.0
2007-10-16,82,65,0,27.8,18.3
2007-10-17,84,67,0,28.9,19.4
2007-10-18,83,68,0.58,28.3,20.0
2007-10-19,71,59,1.46,21.7,15.0
2007-10-20,76,50,0,24.4,10.0
2007-10-21,71,51,0.01,21.7,10.6
2007-10-22,84,51,0.13,28.9,10.6
2007-10-23,82,62,0,27.8,16.7
2007-10-24,69,48,0,20.6,8.9
2007-10-25,73,49,0,22.8,9.4
2007-10-26,79,56,0,26.1,13.3
2007-10-27,71,55,0,21.7,12.8
2007-10-28,67,53,0,19.4,11.7
2007-10-29,66,49,0,18.9,9.4
2007-10-30,73,49,0,22.8,9.4
2007-10-31,76,58,0,24.4,14.4
2007-11-01,75,56,0,23.9,13.3
2007-11-02,74,46,0,23.3,7.8
2007-11-03,72,42,0,22.2,5.6
2007-11-04,71,41,0,21.7,5.0
2007-11-05,76,43,0,24.4,6.1
2007-11-06,74,38,0,23.3,3.3
2007-11-07,58,30,0,14.4,-1.1
2007-11-08,60,30,0,15.6,-1.1
2007-11-09,68,32,0,20.0,0.0
2007-11-10,70,41,0,21.1,5.0
2007-11-11,70,41,0,21.1,5.0
2007-11-12,72,44,0,22.2,6.7
2007-11-13,74,44,0,23.3,6.7
2007-11-14,79,41,0,26.1,5.0
2007-11-15,79,34,0.13,26.1,1.1
2007-11-16,59,30,0,15.0,-1.1
2007-11-17,66,30,0,18.9,-1.1
2007-11-18,70,30,0,21.1,-1.1
2007-11-19,75,43,0,23.9,6.1
2007-11-20,78,43,0,25.6,6.1
2007-11-21,78,48,0,25.6,8.9
2007-11-22,74,40,0.2,23.3,4.4
2007-11-23,58,39,0,14.4,3.9
2007-11-24,57,39,0,13.9,3.9
2007-11-25,70,39,0,21.1,3.9
2007-11-26,76,48,0.62,24.4,8.9
2007-11-27,63,42,0,17.2,5.6
2007-11-28,66,42,0,18.9,5.6
2007-11-29,70,47,0,21.1,8.3
2007-11-30,71,48,0,21.7,8.9
2007-12-01,72,50,0,22.2,10.0
2007-12-02,75,47,0,23.9,8.3
2007-12-03,67,33,0,19.4,0.6
2007-12-04,62,30,0,16.7,-1.1
2007-12-05,61,30,0,16.1,-1.1
2007-12-06,60,41,0,15.6,5.0
2007-12-07,63,48,0,17.2,8.9
2007-12-08,77,41,0,25.0,5.0
2007-12-09,78,55,0,25.6,12.8
2007-12-10,79,50,0,26.1,10.0
2007-12-11,79,51,0,26.1,10.6
2007-12-12,80,53,0,26.7,11.7
2007-12-13,78,54,0,25.6,12.2
2007-12-14,77,52,0,25.0,11.1
2007-12-15,71,50,1.04,21.7,10.0
2007-12-16,52,31,0,11.1,-0.6
2007-12-17,51,28,0,10.6,-2.2
2007-12-18,54,33,0,12.2,0.6
2007-12-19,67,39,0,19.4,3.9
2007-12-20,71,46,0.44,21.7,7.8
2007-12-21,62,46,0.95,16.7,7.8
2007-12-22,57,46,0,13.9,7.8
2007-12-23,59,38,0.1,15.0,3.3
2007-12-24,58,38,0,14.4,3.3
2007-12-25,54,41,0.3,12.2,5.0
2007-12-26,57,40,0,13.9,4.4
2007-12-27,70,44,0,21.1,6.7
2007-12-28,78,57,0,25.6,13.9
2007-12-29,70,65,1.33,21.1,18.3
2007-12-30,71,46,1.89,21.7,7.8
2007-12-31,62,46,0,16.7,7.8
2008-01-01,63,30,0,17.2,-1.1
2008-01-02,41,22,0,5.0,-5.6
2008-01-03,41,22,0,5.0,-5.6
2008-01-04,51,25,0,10.6,-3.9
2008-01-05,63,31,0,17.2,-0.6
2008-01-06,71,44,0,21.7,6.7
2008-01-07,75,47,0,23.9,8.3
2008-01-08,76,42,0.02,24.4,5.6
2008-01-09,77,55,0,25.0,12.8
2008-01-10,75,56,0,23.9,13.3
2008-01-11,65,50,0.32,18.3,10.0
2008-01-12,66,47,0,18.9,8.3
2008-01-13,65,40,0,18.3,4.4
2008-01-14,54,37,0,12.2,2.8
2008-01-15,56,36,0,13.3,2.2
2008-01-16,46,41,0.83,7.8,5.0
2008-01-17,44,41,0.41,6.7,5.0
2008-01-18,58,41,0,14.4,5.0
2008-01-19,58,41,0,14.4,5.0
2008-01-20,58,29,1.38,14.4,-1.7
2008-01-21,46,26,0,7.8,-3.3
2008-01-22,49,27,0,9.4,-2.8
2008-01-23,64,37,0.05,17.8,2.8
2008-01-24,56,49,0,13.3,9.4
2008-01-25,53,27,0.06,11.7,-2.8
2008-01-26,47,27,0,8.3,-2.8
2008-01-27,44,39,0.5,6.7,3.9
2008-01-28,59,32,0,15.0,0.0
2008-01-29,62,31,0,16.7,-0.6
2008-01-30,62,33,0,16.7,0.6
2008-01-31,54,30,0,12.2,-1.1
2008-02-01,60,32,0.42,15.6,0.0
2008-02-02,63,32,0,17.2,0.0
2008-02-03,73,37,0,22.8,2.8
2008-02-04,78,46,0,25.6,7.8
2008-02-05,81,51,0,27.2,10.6
2008-02-06,77,44,0.09,25.0,6.7
2008-02-07,64,37,0,17.8,2.8
2008-02-08,67,36,0,19.4,2.2
2008-02-09,70,36,0,21.1,2.2
2008-02-10,68,33,0,20.0,0.6
2008-02-11,71,33,0,21.7,0.6
2008-02-12,70,50,0.01,21.1,10.0
2008-02-13,60,27,0.08,15.6,-2.8
2008-02-14,59,27,0,15.0,-2.8
2008-02-15,67,30,0,19.4,-1.1
2008-02-16,75,30,0,23.9,-1.1
2008-02-17,78,48,0.45,25.6,8.9
2008-02-18,67,39,2.73,19.4,3.9
2008-02-19,62,36,0,16.7,2.2
2008-02-20,69,35,0,20.6,1.7
2008-02-21,58,48,1.52,14.4,8.9
2008-02-22,59,51,2.04,15.0,10.6
2008-02-23,72,35,0,22.2,1.7
2008-02-24,69,35,0,20.6,1.7
2008-02-25,70,40,0,21.1,4.4
2008-02-26,71,36,0.25,21.7,2.2
2008-02-27,47,26,0,8.3,-3.3
2008-02-28,51,26,0,10.6,-3.3
2008-02-29,62,31,0,16.7,-0.6
2008-03-01,71,41,0,21.7,5.0
2008-03-02,74,40,0,23.3,4.4
2008-03-03,78,49,0,25.6,9.4
2008-03-04,71,42,0,21.7,5.6
2008-03-05,65,38,0,18.3,3.3
2008-03-06,71,38,0,21.7,3.3
2008-03-07,65,45,1.84,18.3,7.2
2008-03-08,50,30,0,10.0,-1.1
2008-03-09,58,30,0,14.4,-1.1
2008-03-10,68,31,0,20.0,-0.6
2008-03-11,64,40,0.04,17.8,4.4
2008-03-12,69,45,0,20.6,7.2
2008-03-13,74,38,0,23.3,3.3
2008-03-14,69,50,0,20.6,10.0
2008-03-15,82,58,0,27.8,14.4
2008-03-16,82,52,0,27.8,11.1
2008-03-17,75,51,0,23.9,10.6
2008-03-18,80,51,0,26.7,10.6
2008-03-19,80,49,0.3,26.7,9.4
2008-03-20,66,43,0,18.9,6.1
2008-03-21,74,43,0,23.3,6.1
2008-03-22,75,48,0,23.9,8.9
2008-03-23,70,44,0,21.1,6.7
2008-03-24,75,35,0,23.9,1.7
2008-03-25,62,32,0,16.7,0.0
2008-03-26,73,32,0,22.8,0.0
2008-03-27,77,44,0,25.0,6.7
2008-03-28,78,48,0,25.6,8.9
2008-03-29,83,56,0,28.3,13.3
2008-03-30,83,46,0,28.3,7.8
2008-03-31,72,46,0,22.2,7.8
2008-04-01,83,62,0,28.3,16.7
2008-04-02,85,62,0.03,29.4,16.7
2008-04-03,77,65,0,25.0,18.3
2008-04-04,86,64,0,30.0,17.8
2008-04-05,71,62,2.68,21.7,16.7
2008-04-06,69,61,0,20.6,16.1
2008-04-07,72,59,0,22.2,15.0
2008-04-08,76,56,0,24.4,13.3
2008-04-09,77,55,0,25.0,12.8
2008-04-10,81,57,0,27.2,13.9
2008-04-11,85,59,0,29.4,15.0
2008-04-12,78,54,0.07,25.6,12.2
2008-04-13,68,46,0,20.0,7.8
2008-04-14,75,39,0,23.9,3.9
2008-04-15,63,36,0,17.2,2.2
2008-04-16,71,36,0,21.7,2.2
2008-04-17,78,39,0,25.6,3.9
2008-04-18,79,44,0,26.1,6.7
2008-04-19,80,47,0.08,26.7,8.3
2008-04-20,80,47,0,26.7,8.3
2008-04-21,77,50,0,25.0,10.0
2008-04-22,79,49,0,26.1,9.4
2008-04-23,80,57,0,26.7,13.9
2008-04-24,83,57,0,28.3,13.9
2008-04-25,85,58,0,29.4,14.4
2008-04-26,85,61,0,29.4,16.1
2008-04-27,84,61,0.15,28.9,16.1
2008-04-28,79,54,0.26,26.1,12.2
2008-04-29,70,43,0,21.1,6.1
2008-04-30,80,56,0,26.7,13.3
2008-05-01,84,47,0,28.9,8.3
2008-05-02,85,57,0,29.4,13.9
2008-05-03,82,58,0,27.8,14.4
2008-05-04,85,58,0,29.4,14.4
2008-05-05,83,52,0,28.3,11.1
2008-05-06,86,53,0,30.0,11.7
2008-05-07,88,61,0,31.1,16.1
2008-05-08,87,64,0,30.6,17.8
2008-05-09,90,70,0,32.2,21.1
2008-05-10,90,70,0,32.2,21.1
2008-05-11,91,57,0.03,32.8,13.9
2008-05-12,78,52,0,25.6,11.1
2008-05-13,80,55,0,26.7,12.8
2008-05-14,85,56,0,29.4,13.3
2008-05-15,83,64,0,28.3,17.8
2008-05-16,79,54,0.47,26.1,12.2
2008-05-17,80,54,0,26.7,12.2
2008-05-18,84,60,0,28.9,15.6
2008-05-19,89,63,0,31.7,17.2
2008-05-20,89,62,0,31.7,16.7
2008-05-21,91,64,0,32.8,17.8
2008-05-22,88,67,0,31.1,19.4
2008-05-23,88,67,0.09,31.1,19.4
2008-05-24,89,66,0,31.7,18.9
2008-05-25,86,58,0,30.0,14.4
2008-05-26,86,58,0,30.0,14.4
2008-05-27,90,59,0,32.2,15.0
2008-05-28,94,62,0.03,34.4,16.7
2008-05-29,84,68,0,28.9,20.0
2008-05-30,90,68,0,32.2,20.0
2008-05-31,87,65,0,30.6,18.3
2008-06-01,90,70,0,32.2,21.1
2008-06-02,94,70,0.65,34.4,21.1
2008-06-03,94,69,0,34.4,20.6
2008-06-04,93,71,0,33.9,21.7
2008-06-05,96,68,0,35.6,20.0
2008-06-06,97,71,0,36.1,21.7
2008-06-07,96,70,0,35.6,21.1
2008-06-08,98,70,0,36.7,21.1
2008-06-09,97,71,0,36.1,21.7
2008-06-10,97,57,0.25,36.1,13.9
2008-06-11,93,67,0.1,33.9,19.4
2008-06-12,93,67,0,33.9,19.4
2008-06-13,93,68,0,33.9,20.0
2008-06-14,91,68,1.65,32.8,20.0
2008-06-15,86,68,0.55,30.0,20.0
2008-06-16,90,69,0,32.2,20.6
2008-06-17,94,69,0,34.4,20.6
2008-06-18,93,60,0,33.9,15.6
2008-06-19,94,63,0,34.4,17.2
2008-06-20,92,62,0,33.3,16.7
2008-06-21,94,67,0.04,34.4,19.4
2008-06-22,87,67,1.38,30.6,19.4
2008-06-23,90,68,0,32.2,20.0
2008-06-24,95,72,0,35.0,22.2
2008-06-25,91,70,0.02,32.8,21.1
2008-06-26,91,70,0,32.8,21.1
2008-06-27,90,68,0,32.2,20.0
2008-06-28,93,68,0,33.9,20.0
2008-06-29,92,71,0,33.3,21.7
2008-06-30,85,69,0,29.4,20.6
2008-07-01,88,63,0,31.1,17.2
2008-07-02,91,63,0,32.8,17.2
2008-07-03,91,67,0,32.8,19.4
2008-07-04,93,69,0,33.9,20.6
2008-07-05,93,71,0.06,33.9,21.7
2008-07-06,93,71,0.21,33.9,21.7
2008-07-07,90,69,0.03,32.2,20.6
2008-07-08,91,69,0,32.8,20.6
2008-07-09,92,69,0.07,33.3,20.6
2008-07-10,94,73,0,34.4,22.8
2008-07-11,89,71,1.3,31.7,21.7
2008-07-12,91,71,0.03,32.8,21.7
2008-07-13,94,71,0,34.4,21.7
2008-07-14,89,72,0.02,31.7,22.2
2008-07-15,90,71,0,32.2,21.7
2008-07-16,91,71,0,32.8,21.7
2008-07-17,91,71,0,32.8,21.7
2008-07-18,91,72,0,32.8,22.2
2008-07-19,96,72,0,35.6,22.2
2008-07-20,97,74,0,36.1,23.3
2008-07-21,97,73,0,36.1,22.8
2008-07-22,94,71,0.02,34.4,21.7
2008-07-23,94,68,0.08,34.4,20.0
2008-07-24,90,69,0,32.2,20.6
2008-07-25,94,71,1.03,34.4,21.7
2008-07-26,92,72,0.11,33.3,22.2
2008-07-27,92,72,1.03,33.3,22.2
2008-07-28,89,74,0.01,31.7,23.3
2008-07-29,90,74,0.25,32.2,23.3
2008-07-30,90,72,0,32.2,22.2
2008-07-31,91,72,0,32.8,22.2
2008-08-01,93,73,2.2,33.9,22.8
2008-08-02,91,72,0,32.8,22.2
2008-08-03,93,72,0,33.9,22.2
2008-08-04,94,72,0,34.4,22.2
2008-08-05,95,73,0,35.0,22.8
2008-08-06,97,75,0,36.1,23.9
2008-08-07,93,72,0.25,33.9,22.2
2008-08-08,89,68,0,31.7,20.0
2008-08-09,91,64,0,32.8,17.8
2008-08-10,92,64,0,33.3,17.8
2008-08-11,89,72,0,31.7,22.2
2008-08-12,89,71,0.17,31.7,21.7
2008-08-13,81,71,0.92,27.2,21.7
2008-08-14,88,70,0,31.1,21.1
2008-08-15,89,70,0,31.7,21.1
2008-08-16,84,69,0.14,28.9,20.6
2008-08-17,85,69,0.14,29.4,20.6
2008-08-18,85,70,0,29.4,21.1
2008-08-19,89,70,0,31.7,21.1
2008-08-20,89,70,0.15,31.7,21.1
2008-08-21,85,70,0.16,29.4,21.1
2008-08-22,76,73,2.27,24.4,22.8
2008-08-23,77,71,4.05,25.0,21.7
2008-08-24,89,72,0.64,31.7,22.2
2008-08-25,86,73,0.3,30.0,22.8
2008-08-26,88,73,0.34,31.1,22.8
2008-08-27,88,72,0,31.1,22.2
2008-08-28,89,71,0,31.7,21.7
2008-08-29,91,70,0.01,32.8,21.1
2008-08-30,88,76,0.17,31.1,24.4
2008-08-31,89,74,0,31.7,23.3
2008-09-01,88,75,0,31.1,23.9
2008-09-02,87,68,0,30.6,20.0
2008-09-03,87,65,0,30.6,18.3
2008-09-04,89,66,0,31.7,18.9
2008-09-05,86,66,0,30.0,18.9
2008-09-06,94,61,0,34.4,16.1
2008-09-07,93,66,0,33.9,18.9
2008-09-08,89,67,0,31.7,19.4
2008-09-09,92,71,0,33.3,21.7
2008-09-10,91,72,0.2,32.8,22.2
2008-09-11,91,75,0.05,32.8,23.9
2008-09-12,92,73,0,33.3,22.8
2008-09-13,91,70,0,32.8,21.1
2008-09-14,92,72,0,33.3,22.2
2008-09-15,90,70,0,32.2,21.1
2008-09-16,86,68,0,30.0,20.0
2008-09-17,78,67,0,25.6,19.4
2008-09-18,86,63,0,30.0,17.2
2008-09-19,84,63,0,28.9,17.2
2008-09-20,82,64,0,27.8,17.8
2008-09-21,76,64,0.03,24.4,17.8
2008-09-22,84,64,0,28.9,17.8
2008-09-23,85,61,0,29.4,16.1
2008-09-24,84,63,0,28.9,17.2
2008-09-25,84,63,0,28.9,17.2
2008-09-26,84,63,0,28.9,17.2
2008-09-27,83,62,0,28.3,16.7
2008-09-28,83,62,0,28.3,16.7
2008-09-29,83,62,0,28.3,16.7
2008-09-30,83,62,0,28.3,16.7
2008-10-01,82,50,0,27.8,10.0
2008-10-02,77,49,0,25.0,9.4
2008-10-03,83,51,0,28.3,10.6
2008-10-04,86,51,0,30.0,10.6
2008-10-05,83,56,0,28.3,13.3
2008-10-06,87,64,0,30.6,17.8
2008-10-07,86,63,0,30.0,17.2
2008-10-08,83,63,1.44,28.3,17.2
2008-10-09,81,65,0.89,27.2,18.3
2008-10-10,80,66,0.11,26.7,18.9
2008-10-11,76,65,0.13,24.4,18.3
2008-10-12,79,65,0.04,26.1,18.3
2008-10-13,79,64,0.02,26.1,17.8
2008-10-14,81,55,0,27.2,12.8
2008-10-15,85,55,0,29.4,12.8
2008-10-16,86,57,0,30.0,13.9
2008-10-17,82,58,0.01,27.8,14.4
2008-10-18,68,48,0.01,20.0,8.9
2008-10-19,68,46,0,20.0,7.8
2008-10-20,72,46,0,22.2,7.8
2008-10-21,74,46,0,23.3,7.8
2008-10-22,75,53,0,23.9,11.7
2008-10-23,75,52,0,23.9,11.1
2008-10-24,74,52,0,23.3,11.1
2008-10-25,74,51,0,23.3,10.6
2008-10-26,74,51,0,23.3,10.6
2008-10-27,73,51,0,22.8,10.6
2008-10-28,73,50,0,22.8,10.0
2008-10-29,73,50,0,22.8,10.0
2008-10-30,72,49,0,22.2,9.4
2008-10-31,72,49,0,22.2,9.4
2008-11-01,69,41,0,20.6,5.0
2008-11-02,69,41,0,20.6,5.0
2008-11-03,73,47,0,22.8,8.3
2008-11-04,63,53,0,17.2,11.7
2008-11-05,70,47,0,21.1,8.3
2008-11-06,75,46,0,23.9,7.8
2008-11-07,77,46,0,25.0,7.8
2008-11-08,69,40,0,20.6,4.4
2008-11-09,66,40,0,18.9,4.4
2008-11-10,66,38,0,18.9,3.3
2008-11-11,71,40,0,21.7,4.4
2008-11-12,71,49,0,21.7,9.4
2008-11-13,72,51,0,22.2,10.6
2008-11-14,74,60,0.43,23.3,15.6
2008-11-15,67,39,0,19.4,3.9
2008-11-16,54,35,0,12.2,1.7
2008-11-17,67,35,0,19.4,1.7
2008-11-18,49,21,0,9.4,-6.1
2008-11-19,52,28,0,11.1,-2.2
2008-11-20,65,35,0,18.3,1.7
2008-11-21,51,21,0,10.6,-6.1
2008-11-22,51,27,0,10.6,-2.8
2008-11-23,59,35,0,15.0,1.7
2008-11-24,67,41,0.01,19.4,5.0
2008-11-25,61,31,0,16.1,-0.6
2008-11-26,59,30,0,15.0,-1.1
2008-11-27,67,34,1.37,19.4,1.1
2008-11-28,64,53,1.37,17.8,11.7
2008-11-29,71,53,1.37,21.7,11.7
2008-11-30,63,39,1.12,17.2,3.9
2008-12-01,56,34,0,13.3,1.1
2008-12-02,50,29,0,10.0,-1.7
2008-12-03,57,30,0,13.9,-1.1
2008-12-04,70,36,0,21.1,2.2
2008-12-05,59,40,0,15.0,4.4
2008-12-06,55,34,0,12.8,1.1
2008-12-07,55,30,0,12.8,-1.1
2008-12-08,64,33,0,17.8,0.6
2008-12-09,74,49,0,23.3,9.4
2008-12-10,70,63,0.73,21.1,17.2
2008-12-11,67,40,1.08,19.4,4.4
2008-12-12,58,30,0,14.4,-1.1
2008-12-13,57,29,0,13.9,-1.7
2008-12-14,61,44,0,16.1,6.7
2008-12-15,75,51,0,23.9,10.6
2008-12-16,77,54,0,25.0,12.2
2008-12-17,77,54,0,25.0,12.2
2008-12-18,77,51,0,25.0,10.6
2008-12-19,75,51,0,23.9,10.6
2008-12-20,75,62,0,23.9,16.7
2008-12-21,67,30,0.02,19.4,-1.1
2008-12-22,42,29,0,5.6,-1.7
2008-12-23,61,31,0,16.1,-0.6
2008-12-24,74,51,0,23.3,10.6
2008-12-25,78,54,0,25.6,12.2
2008-12-26,76,57,0.01,24.4,13.9
2008-12-27,77,52,0,25.0,11.1
2008-12-28,75,53,0.03,23.9,11.7
2008-12-29,60,38,0,15.6,3.3
2008-12-30,60,37,0,15.6,2.8
2008-12-31,60,37,0,15.6,2.8
2009-01-01,53,34,0,11.7,1.1
2009-01-02,72,45,0.09,22.2,7.2
2009-01-03,70,59,0,21.1,15.0
2009-01-04,76,52,0.03,24.4,11.1
2009-01-05,72,58,0,22.2,14.4
2009-01-06,74,53,0,23.3,11.7
2009-01-07,66,40,0.25,18.9,4.4
2009-01-08,67,40,0,19.4,4.4
2009-01-09,63,36,0,17.2,2.2
2009-01-10,72,39,0.02,22.2,3.9
2009-01-11,65,34,0.57,18.3,1.1
2009-01-12,53,33,0,11.7,0.6
2009-01-13,54,33,0,12.2,0.6
2009-01-14,52,30,0,11.1,-1.1
2009-01-15,56,27,0,13.3,-2.8
2009-01-16,39,23,0,3.9,-5.0
2009-01-17,48,24,0,8.9,-4.4
2009-01-18,57,34,1,13.9,1.1
2009-01-19,56,29,0,13.3,-1.7
2009-01-20,40,22,0,4.4,-5.6
2009-01-21,44,22,0,6.7,-5.6
2009-01-22,55,22,0,12.8,-5.6
2009-01-23,68,31,0,20.0,-0.6
2009-01-24,66,48,0.18,18.9,8.9
2009-01-25,56,48,0,13.3,8.9
2009-01-26,72,54,0,22.2,12.2
2009-01-27,73,55,0,22.8,12.8
2009-01-28,70,49,0.25,21.1,9.4
2009-01-29,59,41,0,15.0,5.0
2009-01-30,53,28,0,11.7,-2.2
2009-01-31,58,28,0,14.4,-2.2
2009-02-01,54,31,0,12.2,-0.6
2009-02-02,62,31,0.01,16.7,-0.6
2009-02-03,52,24,0,11.1,-4.4
2009-02-04,38,23,0,3.3,-5.0
2009-02-05,45,23,0,7.2,-5.0
2009-02-06,61,23,0,16.1,-5.0
2009-02-07,69,28,0,20.6,-2.2
2009-02-08,70,33,0,21.1,0.6
2009-02-09,73,39,0,22.8,3.9
2009-02-10,73,40,0,22.8,4.4
2009-02-11,75,40,0,23.9,4.4
2009-02-12,72,35,0,22.2,1.7
2009-02-13,60,35,0.01,15.6,1.7
2009-02-14,59,52,0.53,15.0,11.1
2009-02-15,62,42,0,16.7,5.6
2009-02-16,58,31,0,14.4,-0.6
2009-02-17,59,31,0,15.0,-0.6
2009-02-18,63,31,0,17.2,-0.6
2009-02-19,68,48,0,20.0,8.9
2009-02-20,65,33,0,18.3,0.6
2009-02-21,59,28,0,15.0,-2.2
2009-02-22,59,35,0,15.0,1.7
2009-02-23,54,30,0,12.2,-1.1
2009-02-24,66,42,0,18.9,5.6
2009-02-25,66,42,0,18.9,5.6
2009-02-26,67,42,0,19.4,5.6
2009-02-27,67,42,0,19.4,5.6
2009-02-28,67,43,0,19.4,6.1
2009-03-01,48,38,0.4,8.9,3.3
2009-03-02,49,29,0,9.4,-1.7
2009-03-03,49,27,0,9.4,-2.8
