Date,MaxTf,MinTf,Rain (in),MaxTc,MinTc
2012-04-07,62,52,0,16.7,11.1
2012-04-08,65,51,0,18.3,10.6
2012-04-09,78,42,0,25.6,5.6
2012-04-10,83,48,0,28.3,8.9
2012-04-11,75,47,0,23.9,8.3
2012-04-12,72,45,0,22.2,7.2
2012-04-13,79,47,0,26.1,8.3
2012-04-14,81,55,0,27.2,12.8
2012-04-15,84,55,0,28.9,12.8
2012-04-16,87,55,0,30.6,12.8
2012-04-17,86,56,0,30.0,13.3
2012-04-18,79,63,0.72,26.1,17.2
2012-04-19,77,63,0.1,25.0,17.2
2012-04-20,82,56,0,27.8,13.3
2012-04-21,79,59,0.32,26.1,15.0
2012-04-22,73,49,0,22.8,9.4
2012-04-23,73,41,0,22.8,5.0
2012-04-24,71,44,0,21.7,6.7
2012-04-25,83,48,0,28.3,8.9
2012-04-26,87,57,0,30.6,13.9
2012-04-27,85,60,0,29.4,15.6
2012-04-28,85,60,0,29.4,15.6
2012-04-29,93,62,0,33.9,16.7
2012-04-30,91,62,0,32.8,16.7
2012-05-01,91,67,0,32.8,19.4
2012-05-02,91,66,0,32.8,18.9
2012-05-03,88,65,0,31.1,18.3
2012-05-04,92,66,0,33.3,18.9
2012-05-05,93,66,0,33.9,18.9
2012-05-06,91,64,0.46,32.8,17.8
2012-05-07,84,64,0,28.9,17.8
2012-05-08,86,67,0.37,30.0,19.4
2012-05-09,86,56,0.05,30.0,13.3
2012-05-10,81,52,0,27.2,11.1
2012-05-11,81,52,0,27.2,11.1
2012-05-12,81,52,0,27.2,11.1
2012-05-13,86,53,0.15,30.0,11.7
2012-05-14,82,65,0.02,27.8,18.3
2012-05-15,87,65,0.24,30.6,18.3
2012-05-16,83,60,0.01,28.3,15.6
2012-05-17,85,60,0.33,29.4,15.6
2012-05-18,83,60,0,28.3,15.6
2012-05-19,81,52,0,27.2,11.1
2012-05-20,84,54,0,28.9,12.2
2012-05-21,89,54,0,31.7,12.2
2012-05-22,89,60,0.04,31.7,15.6
2012-05-23,88,60,0,31.1,15.6
2012-05-24,94,66,0,34.4,18.9
2012-05-25,95,66,0,35.0,18.9
2012-05-26,95,67,0,35.0,19.4
2012-05-27,92,70,0,33.3,21.1
2012-05-28,82,69,0.07,27.8,20.6
2012-05-29,82,69,0.23,27.8,20.6
2012-05-30,90,68,0.2,32.2,20.0
2012-05-31,94,67,0.25,34.4,19.4
2012-06-01,84,64,0.04,28.9,17.8
2012-06-02,84,60,0,28.9,15.6
2012-06-03,90,61,0,32.2,16.1
2012-06-04,90,67,0,32.2,19.4
2012-06-05,89,67,0.42,31.7,19.4
2012-06-06,83,67,0.58,28.3,19.4
2012-06-07,78,64,0.23,25.6,17.8
2012-06-08,84,65,0,28.9,18.3
2012-06-09,76,68,0.21,24.4,20.0
2012-06-10,87,68,0.81,30.6,20.0
2012-06-11,90,69,0.58,32.2,20.6
2012-06-12,89,72,0,31.7,22.2
2012-06-13,89,72,0,31.7,22.2
2012-06-14,90,68,0.13,32.2,20.0
2012-06-15,89,68,0,31.7,20.0
2012-06-16,86,60,0,30.0,15.6
2012-06-17,86,60,0,30.0,15.6
2012-06-18,88,61,0,31.1,16.1
2012-06-19,89,61,0,31.7,16.1
2012-06-20,89,65,0,31.7,18.3
2012-06-21,91,65,0,32.8,18.3
2012-06-22,92,66,0,33.3,18.9
2012-06-23,94,70,0,34.4,21.1
2012-06-24,80,70,0.87,26.7,21.1
2012-06-25,80,71,0.58,26.7,21.7
2012-06-26,84,62,0,28.9,16.7
2012-06-27,86,61,0,30.0,16.1
2012-06-28,94,61,0,34.4,16.1
2012-06-29,96,70,0,35.6,21.1
2012-06-30,96,70,0,35.6,21.1
2012-07-01,98,70,0,36.7,21.1
2012-07-02,92,70,0.58,33.3,21.1
2012-07-03,95,68,0,35.0,20.0
2012-07-04,92,69,0,33.3,20.6
2012-07-05,94,74,0,34.4,23.3
2012-07-06,90,73,0.1,32.2,22.8
2012-07-07,93,72,0,33.9,22.2
2012-07-08,94,74,0,34.4,23.3
2012-07-09,94,73,0.53,34.4,22.8
2012-07-10,94,71,0,34.4,21.7
2012-07-11,93,71,0,33.9,21.7
2012-07-12,92,71,0.2,33.3,21.7
2012-07-13,94,74,0,34.4,23.3
2012-07-14,92,73,0.2,33.3,22.8
2012-07-15,94,71,0,34.4,21.7
2012-07-16,94,72,0,34.4,22.2
2012-07-17,89,69,1.63,31.7,20.6
2012-07-18,92,71,0,33.3,21.7
2012-07-19,88,73,1.11,31.1,22.8
2012-07-20,87,73,0.05,30.6,22.8
2012-07-21,87,73,0,30.6,22.8
2012-07-22,95,72,0,35.0,22.2
2012-07-23,95,72,0,35.0,22.2
2012-07-24,95,72,0.21,35.0,22.2
2012-07-25,96,72,0,35.6,22.2
2012-07-26,96,72,0.1,35.6,22.2
2012-07-27,89,72,0.75,31.7,22.2
2012-07-28,94,72,0,34.4,22.2
2012-07-29,94,72,0,34.4,22.2
2012-07-30,94,74,0,34.4,23.3
2012-07-31,86,73,0,30.0,22.8
2012-08-01,94,73,0,34.4,22.8
2012-08-02,90,69,1.04,32.2,20.6
2012-08-03,91,69,0,32.8,20.6
2012-08-04,93,69,0,33.9,20.6
2012-08-05,84,72,0,28.9,22.2
2012-08-06,87,72,0.15,30.6,22.2
2012-08-07,87,71,1.15,30.6,21.7
2012-08-08,83,72,9.01,28.3,22.2
2012-08-09,90,71,0.15,32.2,21.7
2012-08-10,90,72,0.2,32.2,22.2
2012-08-11,90,71,0.05,32.2,21.7
2012-08-12,89,69,0,31.7,20.6
2012-08-13,89,69,0,31.7,20.6
2012-08-14,89,69,0,31.7,20.6
2012-08-15,87,71,0,30.6,21.7
2012-08-16,84,73,0.24,28.9,22.8
2012-08-17,91,73,0.15,32.8,22.8
2012-08-18,90,69,0.1,32.2,20.6
2012-08-19,89,70,0,31.7,21.1
2012-08-20,85,73,0.46,29.4,22.8
2012-08-21,76,70,0.22,24.4,21.1
2012-08-22,84,70,0,28.9,21.1
2012-08-23,84,71,0,28.9,21.7
2012-08-24,78,64,0.52,25.6,17.8
2012-08-25,87,64,0,30.6,17.8
2012-08-26,86,64,0,30.0,17.8
2012-08-27,86,65,0,30.0,18.3
2012-08-28,82,72,0.85,27.8,22.2
2012-08-29,93,73,0,33.9,22.8
2012-08-30,85,72,0.84,29.4,22.2
2012-08-31,89,72,0,31.7,22.2
2012-09-01,90,71,0,32.2,21.7
2012-09-02,94,72,0,34.4,22.2
2012-09-03,93,71,1.32,33.9,21.7
2012-09-04,90,73,0,32.2,22.8
2012-09-05,83,71,0,28.3,21.7
2012-09-06,87,71,0,30.6,21.7
2012-09-07,91,71,0,32.8,21.7
2012-09-08,92,72,0,33.3,22.2
2012-09-09,81,67,0.6,27.2,19.4
2012-09-10,82,63,0,27.8,17.2
2012-09-11,82,60,0,27.8,15.6
2012-09-12,84,60,0,28.9,15.6
2012-09-13,83,63,0,28.3,17.2
2012-09-14,84,63,0,28.9,17.2
2012-09-15,85,67,0,29.4,19.4
2012-09-16,87,65,0,30.6,18.3
2012-09-17,89,65,0,31.7,18.3
2012-09-18,87,69,0.48,30.6,20.6
2012-09-19,88,65,0.96,31.1,18.3
2012-09-20,83,64,0,28.3,17.8
2012-09-21,77,64,0,25.0,17.8
2012-09-22,84,64,0,28.9,17.8
2012-09-23,88,65,0,31.1,18.3
2012-09-24,82,56,0,27.8,13.3
2012-09-25,83,57,0,28.3,13.9
2012-09-26,84,57,0,28.9,13.9
2012-09-27,86,61,0,30.0,16.1
2012-09-28,87,65,0,30.6,18.3
2012-09-29,88,65,0,31.1,18.3
2012-09-30,85,70,1.02,29.4,21.1
2012-10-01,85,70,0.09,29.4,21.1
2012-10-02,86,71,0,30.0,21.7
2012-10-03,84,69,0.3,28.9,20.6
2012-10-04,75,67,0.48,23.9,19.4
2012-10-05,75,66,0.9,23.9,18.9
2012-10-06,79,66,0,26.1,18.9
2012-10-07,85,65,0,29.4,18.3
2012-10-08,84,60,0,28.9,15.6
2012-10-09,70,56,0.1,21.1,13.3
2012-10-10,69,54,0,20.6,12.2
2012-10-11,77,55,0,25.0,12.8
2012-10-12,78,54,0,25.6,12.2
2012-10-13,83,54,0,28.3,12.2
2012-10-14,82,61,0,27.8,16.1
2012-10-15,82,61,0,27.8,16.1
2012-10-16,82,55,0,27.8,12.8
2012-10-17,74,52,0,23.3,11.1
2012-10-18,78,56,0,25.6,13.3
2012-10-19,78,56,0.2,25.6,13.3
2012-10-20,77,47,0,25.0,8.3
2012-10-21,79,49,0,26.1,9.4
2012-10-22,76,49,0,24.4,9.4
2012-10-23,78,49,0,25.6,9.4
2012-10-24,80,50,0,26.7,10.0
2012-10-25,82,60,0,27.8,15.6
2012-10-26,83,63,0,28.3,17.2
2012-10-27,82,61,0,27.8,16.1
2012-10-28,74,51,0,23.3,10.6
2012-10-29,65,44,0,18.3,6.7
2012-10-30,62,44,0,16.7,6.7
2012-10-31,61,42,0,16.1,5.6
2012-11-01,70,43,0,21.1,6.1
2012-11-02,70,40,0,21.1,4.4
2012-11-03,76,40,0,24.4,4.4
2012-11-04,82,56,0,27.8,13.3
2012-11-05,82,50,0,27.8,10.0
2012-11-06,69,50,0,20.6,10.0
2012-11-07,65,46,0.11,18.3,7.8
2012-11-08,60,39,0,15.6,3.9
2012-11-09,63,35,0,17.2,1.7
2012-11-10,69,35,0,20.6,1.7
2012-11-11,72,38,0,22.2,3.3
2012-11-12,76,38,0,24.4,3.3
2012-11-13,76,56,0,24.4,13.3
2012-11-14,67,54,0,19.4,12.2
2012-11-15,54,47,0.02,12.2,8.3
2012-11-16,50,46,0.1,10.0,7.8
2012-11-17,55,43,0,12.8,6.1
2012-11-18,60,43,0,15.6,6.1
2012-11-19,67,43,0,19.4,6.1
2012-11-20,65,47,0,18.3,8.3
2012-11-21,64,49,0,17.8,9.4
2012-11-22,68,39,0,20.0,3.9
2012-11-23,68,37,0,20.0,2.8
2012-11-24,72,36,0.06,22.2,2.2
2012-11-25,60,28,0,15.6,-2.2
2012-11-26,63,29,0,17.2,-1.7
2012-11-27,69,30,0,20.6,-1.1
2012-11-28,53,47,0.75,11.7,8.3
2012-11-29,51,37,0,10.6,2.8
2012-11-30,64,41,0,17.8,5.0
2012-12-01,70,45,0,21.1,7.2
2012-12-02,72,45,0,22.2,7.2
2012-12-03,76,50,0,24.4,10.0
2012-12-04,76,51,0,24.4,10.6
2012-12-05,73,47,0,22.8,8.3
2012-12-06,76,47,0,24.4,8.3
2012-12-07,69,55,0,20.6,12.8
2012-12-08,64,50,0,17.8,10.0
2012-12-09,72,52,0,22.2,11.1
2012-12-10,67,50,0,19.4,10.0
2012-12-11,77,54,0,25.0,12.2
2012-12-12,61,46,0.2,16.1,7.8
2012-12-13,49,44,0.85,9.4,6.7
2012-12-14,47,38,0,8.3,3.3
2012-12-15,60,40,0,15.6,4.4
2012-12-16,74,51,0,23.3,10.6
2012-12-17,74,51,0,23.3,10.6
2012-12-18,69,57,0.67,20.6,13.9
2012-12-19,65,36,0,18.3,2.2
2012-12-20,70,36,0,21.1,2.2
2012-12-21,73,39,0.9,22.8,3.9
2012-12-22,51,31,0,10.6,-0.6
2012-12-23,55,28,0,12.8,-2.2
2012-12-24,59,29,0,15.0,-1.7
2012-12-25,62,42,0.39,16.7,5.6
2012-12-26,64,54,0.48,17.8,12.2
2012-12-27,64,37,0.22,17.8,2.8
2012-12-28,53,31,0,11.7,-0.6
2012-12-29,54,24,0,12.2,-4.4
2012-12-30,51,31,0.79,10.6,-0.6
2012-12-31,51,30,0,10.6,-1.1
2013-01-01,61,30,0,16.1,-1.1
2013-01-02,71,44,0,21.7,6.7
2013-01-03,65,48,0.07,18.3,8.9
2013-01-04,48,35,0.39,8.9,1.7
2013-01-05,53,35,0,11.7,1.7
2013-01-06,54,46,0,12.2,7.8
2013-01-07,54,37,0.02,12.2,2.8
2013-01-08,55,35,0,12.8,1.7
2013-01-09,66,39,0,18.9,3.9
2013-01-10,65,54,0,18.3,12.2
2013-01-11,66,55,0,18.9,12.8
2013-01-12,75,54,0,23.9,12.2
2013-01-13,77,54,0,25.0,12.2
2013-01-14,77,59,0,25.0,15.0
2013-01-15,76,54,0,24.4,12.2
2013-01-16,78,54,0,25.6,12.2
2013-01-17,78,54,0,25.6,12.2
2013-01-18,78,39,0.05,25.6,3.9
2013-01-19,57,37,0,13.9,2.8
2013-01-20,65,38,0,18.3,3.3
2013-01-21,65,36,0,18.3,2.2
2013-01-22,63,35,0,17.2,1.7
2013-01-23,54,30,0,12.2,-1.1
2013-01-24,58,30,0,14.4,-1.1
2013-01-25,68,42,0,20.0,5.6
2013-01-26,66,41,0,18.9,5.0
2013-01-27,68,39,0,20.0,3.9
2013-01-28,68,39,0,20.0,3.9
2013-01-29,72,50,0,22.2,10.0
2013-01-30,79,51,0,26.1,10.6
2013-01-31,74,40,0.4,23.3,4.4
2013-02-01,54,35,0,12.2,1.7
2013-02-02,57,28,0,13.9,-2.2
2013-02-03,60,29,0,15.6,-1.7
2013-02-04,63,33,0,17.2,0.6
2013-02-05,58,33,0,14.4,0.6
2013-02-06,63,49,0,17.2,9.4
2013-02-07,72,45,0,22.2,7.2
2013-02-08,64,49,2.06,17.8,9.4
2013-02-09,58,39,0,14.4,3.9
2013-02-10,64,45,0,17.8,7.2
2013-02-11,70,59,0,21.1,15.0
2013-02-12,70,57,2.2,21.1,13.9
2013-02-13,64,55,3.5,17.8,12.8
2013-02-14,67,42,0.81,19.4,5.6
2013-02-15,48,34,0,8.9,1.1
2013-02-16,62,34,0,16.7,1.1
2013-02-17,49,28,0.1,9.4,-2.2
2013-02-18,48,28,0,8.9,-2.2
2013-02-19,60,28,0,15.6,-2.2
2013-02-20,62,33,0.3,16.7,0.6
2013-02-21,58,32,0,14.4,0.0
2013-02-22,69,33,0,20.6,0.6
2013-02-23,65,44,0.57,18.3,6.7
2013-02-24,66,45,3.51,18.9,7.2
2013-02-25,68,48,0,20.0,8.9
2013-02-26,63,49,2.81,17.2,9.4
2013-02-27,71,46,1.62,21.7,7.8
2013-02-28,56,41,0,13.3,5.0
2013-03-01,60,39,0,15.6,3.9
2013-03-02,51,33,0,10.6,0.6
2013-03-03,50,33,0,10.0,0.6
2013-03-04,43,28,0,6.1,-2.2
2013-03-05,61,27,0,16.1,-2.8
2013-03-06,69,39,0,20.6,3.9
2013-03-07,52,32,0,11.1,0.0
2013-03-08,59,32,0,15.0,0.0
2013-03-09,64,36,0,17.8,2.2
2013-03-10,67,48,0,19.4,8.9
2013-03-11,75,50,0,23.9,10.0
2013-03-12,72,53,0,22.2,11.7
2013-03-13,63,44,0.45,17.2,6.7
2013-03-14,63,39,0,17.2,3.9
2013-03-15,63,34,0,17.2,1.1
2013-03-16,71,34,0,21.7,1.1
2013-03-17,76,49,0,24.4,9.4
2013-03-18,69,55,0.04,20.6,12.8
2013-03-19,78,57,0.07,25.6,13.9
2013-03-20,71,50,0.42,21.7,10.0
2013-03-21,66,43,0,18.9,6.1
2013-03-22,61,41,0,16.1,5.0
2013-03-23,59,44,0,15.0,6.7
2013-03-24,67,51,0.38,19.4,10.6
2013-03-25,78,41,1.41,25.6,5.0
2013-03-26,56,35,0,13.3,1.7
2013-03-27,51,31,0,10.6,-0.6
2013-03-28,57,31,0,13.9,-0.6
2013-03-29,63,34,0,17.2,1.1
2013-03-30,71,37,0,21.7,2.8
2013-03-31,71,49,0.14,21.7,9.4
2013-04-01,77,60,0.14,25.0,15.6
2013-04-02,76,50,0,24.4,10.0
2013-04-03,78,48,0,25.6,8.9
2013-04-04,66,54,0.43,18.9,12.2
2013-04-05,56,46,0.15,13.3,7.8
2013-04-06,55,40,0.44,12.8,4.4
2013-04-07,75,40,0,23.9,4.4
2013-04-08,78,54,0,25.6,12.2
2013-04-09,82,54,0,27.8,12.2
2013-04-10,84,55,0,28.9,12.8
2013-04-11,84,58,0,28.9,14.4
2013-04-12,82,62,0.05,27.8,16.7
2013-04-13,77,48,0.15,25.0,8.9
2013-04-14,79,47,0,26.1,8.3
2013-04-15,64,54,1.54,17.8,12.2
2013-04-16,78,54,0,25.6,12.2
2013-04-17,83,61,0,28.3,16.1
2013-04-18,80,58,0,26.7,14.4
2013-04-19,85,58,0,29.4,14.4
2013-04-20,80,45,0.74,26.7,7.2
2013-04-21,66,45,0.59,18.9,7.2
2013-04-22,73,50,0,22.8,10.0
2013-04-23,72,51,0,22.2,10.6
2013-04-24,77,51,0,25.0,10.6
2013-04-25,82,53,0.25,27.8,11.7
2013-04-26,79,51,0,26.1,10.6
2013-04-27,78,51,0,25.6,10.6
2013-04-28,83,51,0,28.3,10.6
2013-04-29,81,64,0,27.2,17.8
2013-04-30,76,61,0.1,24.4,16.1
2013-05-01,81,61,0,27.2,16.1
2013-05-02,71,62,0,21.7,16.7
2013-05-03,71,62,0.41,21.7,16.7
2013-05-04,66,59,0.2,18.9,15.0
2013-05-05,62,51,0.63,16.7,10.6
2013-05-06,73,46,0.03,22.8,7.8
2013-05-07,66,46,0,18.9,7.8
2013-05-08,72,49,0,22.2,9.4
2013-05-09,78,49,0,25.6,9.4
2013-05-10,83,58,0,28.3,14.4
2013-05-11,83,58,0,28.3,14.4
2013-05-12,81,64,0,27.2,17.8
2013-05-13,79,53,0,26.1,11.7
2013-05-14,81,45,0,27.2,7.2
2013-05-15,79,42,0,26.1,5.6
2013-05-16,86,53,0,30.0,11.7
2013-05-17,85,60,0,29.4,15.6
2013-05-18,86,46,0,30.0,7.8
2013-05-19,79,63,0.1,26.1,17.2
2013-05-20,86,53,0.7,30.0,11.7
2013-05-21,88,66,0,31.1,18.9
2013-05-22,89,63,0.05,31.7,17.2
2013-05-23,87,65,0,30.6,18.3
2013-05-24,86,66,0.8,30.0,18.9
2013-05-25,82,58,0,27.8,14.4
2013-05-26,82,56,0,27.8,13.3
2013-05-27,85,55,0,29.4,12.8
2013-05-28,87,59,0,30.6,15.0
2013-05-29,87,59,0,30.6,15.0
2013-05-30,88,55,0,31.1,12.8
2013-05-31,87,56,0,30.6,13.3
2013-06-01,90,65,0,32.2,18.3
2013-06-02,90,65,0,32.2,18.3
2013-06-03,90,65,0,32.2,18.3
2013-06-04,86,69,1.55,30.0,20.6
2013-06-05,89,68,0.2,31.7,20.0
2013-06-06,85,68,0.02,29.4,20.0
2013-06-07,72,68,1.46,22.2,20.0
2013-06-08,86,68,0,30.0,20.0
2013-06-09,87,71,1.2,30.6,21.7
2013-06-10,86,72,0.44,30.0,22.2
2013-06-11,86,72,0,30.0,22.2
2013-06-12,88,72,0,31.1,22.2
2013-06-13,93,75,0,33.9,23.9
2013-06-14,92,75,0,33.3,23.9
2013-06-15,88,71,0,31.1,21.7
2013-06-16,88,70,0,31.1,21.1
2013-06-17,89,66,0,31.7,18.9
2013-06-18,91,73,0.41,32.8,22.8
2013-06-19,91,73,0.02,32.8,22.8
2013-06-20,85,72,0.57,29.4,22.2
2013-06-21,84,71,0,28.9,21.7
2013-06-22,85,69,0,29.4,20.6
2013-06-23,85,71,0.74,29.4,21.7
2013-06-24,88,71,0.63,31.1,21.7
2013-06-25,92,68,2.79,33.3,20.0
2013-06-26,92,69,0.41,33.3,20.6
2013-06-27,90,69,0,32.2,20.6
2013-06-28,90,74,0,32.2,23.3
2013-06-29,89,71,0.41,31.7,21.7
2013-06-30,89,71,0,31.7,21.7
2013-07-01,84,68,0.1,28.9,20.0
2013-07-02,85,69,0.22,29.4,20.6
2013-07-03,83,72,0.74,28.3,22.2
2013-07-04,83,70,0.65,28.3,21.1
2013-07-05,82,71,0.18,27.8,21.7
2013-07-06,88,71,0.18,31.1,21.7
2013-07-07,87,72,0.11,30.6,22.2
2013-07-08,86,73,0,30.0,22.8
2013-07-09,88,71,0,31.1,21.7
2013-07-10,89,71,1.33,31.7,21.7
2013-07-11,82,72,0.34,27.8,22.2
2013-07-12,88,72,0.1,31.1,22.2
2013-07-13,85,68,1.25,29.4,20.0
2013-07-14,84,69,0.07,28.9,20.6
2013-07-15,85,72,0,29.4,22.2
2013-07-16,85,72,0.05,29.4,22.2
2013-07-17,88,71,0,31.1,21.7
2013-07-18,91,70,0,32.8,21.1
2013-07-19,89,70,0,31.7,21.1
2013-07-20,89,72,0,31.7,22.2
2013-07-21,87,72,1.12,30.6,22.2
2013-07-22,83,71,0.22,28.3,21.7
2013-07-23,83,71,0.22,28.3,21.7
2013-07-24,88,70,0.03,31.1,21.1
2013-07-25,87,70,0.76,30.6,21.1
2013-07-26,88,72,0,31.1,22.2
2013-07-27,90,72,0.12,32.2,22.2
2013-07-28,87,72,1.31,30.6,22.2
2013-07-29,90,73,0.24,32.2,22.8
2013-07-30,91,74,0,32.8,23.3
2013-07-31,92,73,0,33.3,22.8
2013-08-01,85,72,0.24,29.4,22.2
2013-08-02,85,73,0.3,29.4,22.8
2013-08-03,91,75,0,32.8,23.9
2013-08-04,90,75,0,32.2,23.9
2013-08-05,89,74,0,31.7,23.3
2013-08-06,91,74,0,32.8,23.3
2013-08-07,88,76,0,31.1,24.4
2013-08-08,90,73,0,32.2,22.8
2013-08-09,93,73,0.19,33.9,22.8
2013-08-10,93,73,0,33.9,22.8
2013-08-11,93,73,0,33.9,22.8
2013-08-12,93,73,0,33.9,22.8
2013-08-13,95,73,0,35.0,22.8
2013-08-14,91,73,0,32.8,22.8
2013-08-15,92,72,0.22,33.3,22.2
2013-08-16,83,71,0.84,28.3,21.7
2013-08-17,82,71,1.03,27.8,21.7
2013-08-18,78,69,1.19,25.6,20.6
2013-08-19,88,71,0.05,31.1,21.7
2013-08-20,89,71,0.08,31.7,21.7
2013-08-21,88,71,1.04,31.1,21.7
2013-08-22,87,71,0.14,30.6,21.7
2013-08-23,84,68,1.55,28.9,20.0
2013-08-24,89,68,0,31.7,20.0
2013-08-25,87,71,0.15,30.6,21.7
2013-08-26,84,65,0,28.9,18.3
2013-08-27,83,65,0,28.3,18.3
2013-08-28,86,64,0,30.0,17.8
2013-08-29,88,66,0,31.1,18.9
2013-08-30,90,70,0,32.2,21.1
2013-08-31,89,70,0,31.7,21.1
2013-09-01,88,72,0,31.1,22.2
2013-09-02,89,66,0,31.7,18.9
2013-09-03,90,72,0.18,32.2,22.2
2013-09-04,89,72,0,31.7,22.2
2013-09-05,91,71,0,32.8,21.7
2013-09-06,90,72,0,32.2,22.2
2013-09-07,89,70,0,31.7,21.1
2013-09-08,89,65,0,31.7,18.3
2013-09-09,89,65,0,31.7,18.3
2013-09-10,90,68,0,32.2,20.0
2013-09-11,89,70,0,31.7,21.1
2013-09-12,88,68,0,31.1,20.0
2013-09-13,88,67,0,31.1,19.4
2013-09-14,89,68,0.22,31.7,20.0
2013-09-15,88,70,0,31.1,21.1
2013-09-16,89,71,0,31.7,21.7
2013-09-17,90,70,0,32.2,21.1
2013-09-18,86,66,0.45,30.0,18.9
2013-09-19,84,64,0,28.9,17.8
2013-09-20,85,64,0,29.4,17.8
2013-09-21,87,65,0,30.6,18.3
2013-09-22,85,67,0.1,29.4,19.4
2013-09-23,73,68,0.56,22.8,20.0
2013-09-24,72,69,1.47,22.2,20.6
2013-09-25,77,69,0,25.0,20.6
2013-09-26,81,66,0.13,27.2,18.9
2013-09-27,72,62,0,22.2,16.7
2013-09-28,78,60,0,25.6,15.6
2013-09-29,79,60,0,26.1,15.6
2013-09-30,79,60,0,26.1,15.6
2013-10-01,72,60,0.01,22.2,15.6
2013-10-02,81,60,0,27.2,15.6
2013-10-03,83,58,0,28.3,14.4
2013-10-04,85,58,0,29.4,14.4
2013-10-05,85,64,0,29.4,17.8
2013-10-06,86,66,0,30.0,18.9
2013-10-07,86,70,0.26,30.0,21.1
2013-10-08,79,63,1.02,26.1,17.2
2013-10-09,77,59,0,25.0,15.0
2013-10-10,74,55,0,23.3,12.8
2013-10-11,80,55,0,26.7,12.8
2013-10-12,80,56,0,26.7,13.3
2013-10-13,81,58,0,27.2,14.4
2013-10-14,82,62,0,27.8,16.7
2013-10-15,71,62,0,21.7,16.7
2013-10-16,72,60,0,22.2,15.6
2013-10-17,80,59,0,26.7,15.0
2013-10-18,82,60,0,27.8,15.6
2013-10-19,73,67,0.06,22.8,19.4
2013-10-20,75,60,0,23.9,15.6
2013-10-21,75,60,0,23.9,15.6
2013-10-22,70,61,0,21.1,16.1
2013-10-23,67,56,0.11,19.4,13.3
2013-10-24,70,45,0,21.1,7.2
2013-10-25,72,45,0,22.2,7.2
2013-10-26,64,39,0,17.8,3.9
2013-10-27,73,40,0,22.8,4.4
2013-10-28,73,40,0,22.8,4.4
2013-10-29,77,51,0,25.0,10.6
2013-10-30,78,51,0,25.6,10.6
2013-10-31,80,52,0,26.7,11.1
2013-11-01,80,58,0,26.7,14.4
2013-11-02,77,57,1.74,25.0,13.9
2013-11-03,72,46,0,22.2,7.8
2013-11-04,65,45,0,18.3,7.2
2013-11-05,68,48,0,20.0,8.9
2013-11-06,69,50,0,20.6,10.0
2013-11-07,70,57,0,21.1,13.9
2013-11-08,74,44,0,23.3,6.7
2013-11-09,68,41,0,20.0,5.0
2013-11-10,70,43,0,21.1,6.1
2013-11-11,70,46,0,21.1,7.8
2013-11-12,72,46,0,22.2,7.8
2013-11-13,71,33,0,21.7,0.6
2013-11-14,50,32,0,10.0,0.0
2013-11-15,62,32,0,16.7,0.0
2013-11-16,65,51,0,18.3,10.6
2013-11-17,80,58,0,26.7,14.4
2013-11-18,74,58,0,23.3,14.4
2013-11-19,74,47,0.65,23.3,8.3
2013-11-20,64,47,0,17.8,8.3
2013-11-21,58,48,0,14.4,8.9
2013-11-22,68,48,0,20.0,8.9
2013-11-23,68,54,0,20.0,12.2
2013-11-24,66,40,0,18.9,4.4
2013-11-25,53,35,0,11.7,1.7
2013-11-26,57,35,0,13.9,1.7
2013-11-27,69,45,1.73,20.6,7.2
2013-11-28,45,28,0,7.2,-2.2
2013-11-29,48,28,0,8.9,-2.2
2013-11-30,56,31,0,13.3,-0.6
2013-12-01,57,42,0,13.9,5.6
2013-12-02,59,48,0,15.0,8.9
2013-12-03,66,46,0,18.9,7.8
2013-12-04,72,50,0,22.2,10.0
2013-12-05,76,60,0.03,24.4,15.6
2013-12-06,78,61,0,25.6,16.1
2013-12-07,79,60,0.03,26.1,15.6
2013-12-08,71,59,0,21.7,15.0
2013-12-09,66,57,0,18.9,13.9
2013-12-10,77,59,0,25.0,15.0
2013-12-11,70,37,0.03,21.1,2.8
2013-12-12,61,31,0,16.1,-0.6
2013-12-13,57,32,0,13.9,0.0
2013-12-14,61,32,0,16.1,0.0
2013-12-15,67,32,0.17,19.4,0.0
2013-12-16,54,32,0.18,12.2,0.0
2013-12-17,57,32,0,13.9,0.0
2013-12-18,64,35,0,17.8,1.7
2013-12-19,58,31,0,14.4,-0.6
2013-12-20,66,30,0,18.9,-1.1
2013-12-21,73,41,0,22.8,5.0
2013-12-22,78,60,0,25.6,15.6
2013-12-23,77,65,0,25.0,18.3
2013-12-24,65,36,1.3,18.3,2.2
2013-12-25,53,32,0,11.7,0.0
2013-12-26,49,34,0,9.4,1.1
2013-12-27,47,41,0.08,8.3,5.0
2013-12-28,55,44,0,12.8,6.7
2013-12-29,68,28,0.08,20.0,-2.2
2013-12-30,62,43,0.8,16.7,6.1
2013-12-31,56,43,0,13.3,6.1
2014-01-01,51,44,0,10.6,6.7
2014-01-02,52,45,0.15,11.1,7.2
2014-01-03,57,27,0.85,13.9,-2.8
2014-01-04,39,26,0,3.9,-3.3
2014-01-05,49,28,0,9.4,-2.2
2014-01-06,61,28,0,16.1,-2.2
2014-01-07,43,16,0.1,6.1,-8.9
2014-01-08,27,16,0,-2.8,-8.9
2014-01-09,46,21,0,7.8,-6.1
2014-01-10,56,41,0.04,13.3,5.0
